ID start end token
f0t0e0 0.0 0.74 obj_jug_kalman.txt,1
f0t0e0 8.76 10.95 obj_blue_kalman.txt,1
f0t0e0 11.18 16.3 obj_blue_kalman.txt,1
f0t0e0 16.53 20.22 obj_blue_kalman.txt,1
f0t0e0 21.02 21.36 obj_blue_kalman.txt,1
f0t0e0 21.81 23.11 obj_blue_kalman.txt,1
f0t0e0 23.34 25.14 obj_blue_kalman.txt,1
f0t0e0 25.57 25.81 obj_blue_kalman.txt,1
f0t0e0 26.72 27.26 obj_blue_kalman.txt,1
f0t0e0 27.6 28.38 obj_blue_kalman.txt,1
f0t0e0 29.24 31.08 obj_blue_kalman.txt,1
f0t0e0 31.33 31.63 obj_blue_kalman.txt,1
f0t0e0 31.97 32.41 obj_blue_kalman.txt,1
f0t0e0 35.79 36.13 obj_blue_kalman.txt,2
f0t0e0 42.12 43.04 obj_jug_kalman.txt,2
f0t0e0 56.36 56.72 obj_jug_kalman.txt,2
f0t0e0 62.91 63.55 obj_blue_kalman.txt,2
f0t0e0 67.64 68.55 ZERO,3
f0t0e0 71.46 71.76 obj_orangepc2_kalman.txt,3
f0t0e0 71.76 72.17 obj_blue_kalman.txt,obj_orangepc2_kalman.txt,3
f0t0e0 72.17 72.39 obj_orangepc2_kalman.txt,3
f0t0e0 73.0 73.21 obj_blue_kalman.txt,3
f0t0e0 73.21 73.73 obj_orangepc2_kalman.txt,3
f0t0e0 74.68 75.18 obj_blue_kalman.txt,3
f0t0e0 80.37 80.61 obj_orangepc1_kalman.txt,3
f0t0e0 82.65 83.55 obj_blue_kalman.txt,3
f0t0e0 84.24 84.57 obj_orangepc2_kalman.txt,3
f0t0e0 84.9 85.29 obj_orangepc1_kalman.txt,3
f0t0e0 88.98 90.41 obj_blue_kalman.txt,3
f0t0e0 101.97 104.58 obj_blue_kalman.txt,3
f0t0e0 109.59 110.38 ZERO,4
f0t0e0 112.21 113.28 obj_orangepc1_kalman.txt,4
f0t0e0 113.8 114.05 obj_orangepc1_kalman.txt,4
f0t0e0 114.27 114.7 obj_orangepc1_kalman.txt,4
f0t0e0 126.24 126.49 obj_orangepc1_kalman.txt,4
f0t0e0 127.96 128.73 obj_orangepc1_kalman.txt,4
f0t0e0 130.79 131.1 obj_blue_kalman.txt,4
f0t0e0 145.32 145.53 obj_blue_kalman.txt,4
f0t0e0 147.16 148.52 obj_blue_kalman.txt,4
f0t0e0 152.3 154.25 obj_brown_kalman.txt,5
f0t0e0 154.48 155.71 obj_brown_kalman.txt,5
f0t0e0 157.9 158.67 obj_brown_kalman.txt,5
f0t0e0 158.95 159.23 obj_brown_kalman.txt,5
f0t0e0 159.43 160.03 obj_blue_kalman.txt,obj_brown_kalman.txt,5
f0t0e0 160.03 162.09 obj_brown_kalman.txt,5
f0t0e0 162.41 162.87 obj_brown_kalman.txt,5
f0t0e0 162.87 163.46 obj_brown_kalman.txt,ZERO,5
f0t0e0 163.46 163.69 ZERO,5
f0t0e0 163.91 166.25 obj_brown_kalman.txt,5
f0t0e0 166.52 168.19 obj_brown_kalman.txt,5
f0t0e0 169.03 169.32 obj_brown_kalman.txt,5
f0t0e0 169.52 170.06 obj_brown_kalman.txt,5
f0t0e0 170.38 170.64 obj_brown_kalman.txt,5
f0t0e0 171.34 171.59 obj_brown_kalman.txt,5
f0t0e0 171.59 171.92 obj_blue_kalman.txt,obj_brown_kalman.txt,5
f0t0e0 171.92 172.13 obj_brown_kalman.txt,5
f0t0e0 172.13 172.53 obj_blue_kalman.txt,obj_brown_kalman.txt,5
f0t0e0 172.53 172.79 obj_brown_kalman.txt,5
f0t0e0 173.29 173.82 obj_brown_kalman.txt,5
f0t0e0 173.82 174.02 obj_blue_kalman.txt,obj_brown_kalman.txt,5
f0t0e0 174.02 175.12 obj_brown_kalman.txt,5
f0t0e0 175.12 175.36 obj_blue_kalman.txt,obj_brown_kalman.txt,5
f0t0e0 176.78 178.45 obj_blue_kalman.txt,5
f0t0e0 178.69 179.14 obj_blue_kalman.txt,5
f0t0e0 179.35 179.59 obj_blue_kalman.txt,5
f0t0e0 186.95 189.94 obj_blue_kalman.txt,5
f0t0e0 195.17 195.39 obj_green_kalman_hemisulfate.txt,6
f0t0e0 196.06 196.69 ZERO,6
f0t0e0 197.28 197.7 obj_green_kalman_hemisulfate.txt,6
f0t0e0 198.27 198.49 obj_green_kalman_hemisulfate.txt,6
f0t0e0 198.7 199.41 obj_green_kalman_hemisulfate.txt,6
f0t0e0 206.9 207.5 obj_orangepc1_kalman.txt,6
f0t0e0 208.24 208.6 obj_blue_kalman.txt,6
f0t0e0 209.44 211.28 obj_green_kalman_hemisulfate.txt,6
f0t0e0 211.28 211.51 obj_blue_kalman.txt,6
f0t0e0 212.76 214.91 obj_blue_kalman.txt,6
f0t0e0 224.16 226.39 obj_blue_kalman.txt,6
f0t0e0 233.75 235.11 obj_blue_kalman.txt,7
f0t0e0 236.97 239.2 obj_jug_kalman.txt,7
f0t0e0 248.33 249.97 obj_jug_kalman.txt,7
f0t0e0 250.27 254.14 obj_jug_kalman.txt,7
f0t0e0 254.88 255.62 obj_blue_kalman.txt,7
f0t0e0 257.45 257.66 obj_blue_kalman.txt,8
f0t0e0 259.52 262.98 obj_blue_kalman.txt,8
f0t0e0 263.21 264.91 obj_blue_kalman.txt,8
f0t0e0 265.82 267.66 obj_blue_kalman.txt,8
f0t0e0 268.27 275.07 obj_blue_kalman.txt,8
f0t0e0 275.3 276.23 obj_blue_kalman.txt,8
